No: 27	GFLOPS: 5.56 / 22.32	results: MeasureResult(cost:[0.0000], error_no:0, all_cost:0.34, Tstamp:1691783811.40)
==================================================
Placeholder: A, B
parallel i.0@j.0@i.1@j.1@ (0,8)
  for k.0 (0,4)
    for i.2 (0,4)
      for j.2 (0,2)
        for k.1 (0,8)
          out = ...

==================================================
No: 28	GFLOPS: 5.77 / 22.32	results: MeasureResult(cost:[0.0000], error_no:0, all_cost:0.35, Tstamp:1691783811.64)
==================================================
Placeholder: A, B
parallel i.0@j.0@i.1@j.1@ (0,8)
  for k.0 (0,4)
    for i.2 (0,2)
      for k.1 (0,8)
        for i.3 (0,2)
          vectorize j.3 (0,2)
            out = ...

==================================================
No: 29	GFLOPS: 5.43 / 22.32	results: MeasureResult(cost:[0.0000], error_no:0, all_cost:0.48, Tstamp:1691783811.86)
==================================================
Placeholder: A, B
out auto_unroll: 512
parallel i.0@j.0@i.1@j.1@ (0,16)
  for k.0 (0,2)
    for i.2 (0,2)
      for k.1 (0,16)
        for i.3 (0,2)
          out = ...

==================================================
No: 30	GFLOPS: 6.00 / 22.32	results: MeasureResult(cost:[0.0000], error_no:0, all_cost:0.33, Tstamp:1691783812.10)
==================================================
Placeholder: A, B
out auto_unroll: 64
parallel i.0@j.0@i.1@j.1@ (0,2)
  for k.0 (0,16)
    for k.1 (0,2)
      for i.3 (0,16)
        vectorize j.3 (0,2)
          out = ...

==================================================
No: 31	GFLOPS: 5.19 / 22.32	results: MeasureResult(cost:[0.0000], error_no:0, all_cost:0.34, Tstamp:1691783812.35)
==================================================
Placeholder: A, B
parallel i.0@j.0@ (0,................****************
8)
  out.local auto_unroll: 64
  for i_c.1 (0,2)
    for k.0 (0,8)
      for i_c.2 (0,2)
        for j_c.2 (0,2)
          for k.1 (0,4)
            out.local = ...
  for i.1 (0,4)
    vectorize j.1 (0,2)
      out = ...

==================================================
No: 32	GFLOPS: 3.22 / 22.32	results: MeasureResult(cost:[0.0000], error_no:0, all_cost:0.21, Tstamp:1691783812.48)
==================================================
Placeholder: A, B
out auto_unroll: 64
parallel i.0@j.0@i.1@j.1@ (0,4)
  for i.2 (0,16)
    for k.1 (0,32)
      out = ...

==================================================
No: 33	GFLOPS: 4.94 / 22.32	results: MeasureResult(cost:[0.0000], error_no:0, all_cost:0.31, Tstamp:1691783815.44)
==================================================
Placeholder: A, B
parallel i.0@j.0@i.1@j.1@ (0,8)
  for k.0 (0,8)
    for i_c.2 (0,8)
      for k.1 (0,4)
        out.local = ...
  for i.2 (0,8)
    out = ...

==================================================
No: 34	GFLOPS: 8.34 / 22.32	results: MeasureResult(cost:[0.0000], error_no:0, all_cost:0.34, Tstamp:1691783815.69)
==================================================
Placeholder: A, B
out auto_unroll: 16
for i.2 (0,2)
  for j.2 (0,2)
    for k.1 (0,32)
      for i.3 (0,16)
        out = ...

==================================================
No: 35	GFLOPS: 5.53 / 22.32	results: MeasureResult(cost:[0.0000], error_no:0, all_cost:0.46, Tstamp:1691783816.01)
==================================================
Placeholder: A, B
parallel i.0@j.0@i.1@j.1@ (0,2)
  out.local auto_unroll: 16
  for k.0 (0,4)
    for i_c.2 (0,4)
      for k.1 (0,8)
        for i_c.3 (0,4)
          vectorize j_c.3 (0,2)
            out.local = ...
  for i.2 (0,16)
    vectorize j.2 (0,2)
      out = ...

==================================================
No: 36	GFLOPS: 3.74 / 22.32	results: MeasureResult(cost:[0.0000], error_no:0, all_cost:0.33, Tstamp:1691783816.25)
==================================================
Placeholder: A, B
out auto_unroll: 64
parallel i.0@j.0@i.1@j.1@ (0,8)
  for k.0 (0,2)
    for i.2 (0,4)
      for j.2 (0,2)
        for k.1 (0,16)
          out = ...

==================================================
No: 37	GFLOPS: 5.29 / 22.32	results: MeasureResult(cost:[0.0000], error_no:0, all_cost:0.80, Tstamp:1691783816.53)
==================================================
Placeholder: A, B
out auto_unroll: 512
parallel i.0@j.0@i.1@j.1@ (0,8)
  for k.0 (0,8)
    for i.2 (0,2)
      for k.1 (0,4)
        for i.3 (0,4)
          out = ...

==================================================
No: 38	GFLOPS: 4.63 / 22.32	results: MeasureResult(cost:[0.0000], error_no:0, all_cost:0.36, Tstamp:1691783816.80)
==================================================
Placeholder: A, B
parallel i.0@ (0,8)
  for i.1 (0,4)
    out.local auto_unroll: 512
    for k.1 (0,32)
      vectorize j_c.3 (0,2)
        out.local = ...
    vectorize j.2 (0,2)
      out = ...

==================================================
No: 39	GFLOPS: 3.09 / 22.32	results: MeasureResult(cost:[0.0000], error_no:0, all_cost:0.19, Tstamp:1691783816.93)
==================================================
Placeholder: A, B
out auto_unroll: 16
parallel i.0@j.0@i.1@j.1@ (0,2)
  for k.0 (0,16)
    for i.2 (0,32)
      for k.1 (0,2)
        out = ...

==================================================
No: 40	GFLOPS: 5.18 / 22.32	results: MeasureResult(cost:[0.0000], error_no:0, all_cost:0.52, Tstamp:1691783817.17)
==================================================
Placeholder: A, B
parallel i.0@j.0@i.1@j.1@ (0,4)
  out.local auto_unroll: 512
  for k.0 (0,2)
    for k.1 (0,16)
      for i_c.3 (0,8)
        vectorize j_c.3 (0,2)
          out.local = ...
  for i.2 (0,8)
    vectorize j.2 (0,2)
      out = ...

==================================================
No: 41	GFLOPS: 5.18 / 22.32	results: MeasureResult(cost:[0.0000], error_no:0, all_cost:0.36, Tstamp:1691783817.42)
==================================================
Placeholder: A, B
parallel i.0@j.0@i.1@j.1@ (0,4)
  for k.0 (0,4)
